CID,Annotator,Sentence,Sno.,Preprocessed,TripletOutput
4310,Magda,"A: Don’t worry about it, which is really an arrogant attitude to take, you know.",250,"Don’t worry about it, which is really an arrogant attitude to take, you know.","[('AUTHOR', 'worry', 'false'), ('AUTHOR', 'take', 'true'), ('AUTHOR', 'know', 'true')]"
4310,Magda,B: yeah,251,yeah,[]
4310,Magda,B: yeah,252,yeah,[]
4310,Magda,B: Man. {laugh},253,Man.,"[('AUTHOR', 'man', 'man')]"
4310,Magda,"A: yeah. He was really, he was a real arrogant S O B, so",254,"yeah. He was really, he was a real arrogant S O B, so","[('AUTHOR', 'arrogant', 'true')]"
4310,Magda,B: How old was he?,255,How old was he?,"[('AUTHOR', 'old', 'true')]"
4310,Magda,A: I don’t know we never met him. He never showed up.,256,I don’t know we never met him. He never showed up.,"[('AUTHOR', 'know', 'false'), ('AUTHOR', 'met', 'false'), ('AUTHOR', 'showed', 'false')]"
4310,Magda,B: oh.,257,oh.,"[('AUTHOR', 'oh', 'true')]"
4310,Magda,"A: W-, he ended up in the end, his par-, he sent his partner to actually sign the papers who’s not even an adoption attorney.",258,", he ended up in the end, his he sent his partner to actually sign the papers who’s not even an adoption attorney.","[('AUTHOR', 'ended', 'true'), ('AUTHOR', 'sent', 'true'), ('AUTHOR', 'sign', 'unknown')]"
4310,Magda,B: mhm.,259,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,A: He does litigation.  Doesn’t know what he’s doing but I hope he did what his partner told him to do.,260,He does litigation. Doesn’t know what he’s doing but I hope he did what his partner told him to do.,"[('AUTHOR', 'does', 'true'), ('AUTHOR', 'know', 'false'), ('AUTHOR', 'doing', 'true'), ('AUTHOR', 'hope', 'true'), ('AUTHOR', 'did', 'unknown'), ('AUTHOR', 'told', 'true'), ('AUTHOR', 'do', 'unknown'), ('AUTHOR_He', 'do', 'true'), ('AUTHOR_He', 'did', 'true'), ('AUTHOR_He', 'told', 'true'), ('AUTHOR_He', 'do', 'true')]"
4310,Magda,B: mhm.,261,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,B: ((%mm)) [distorted],262,,"[('AUTHOR', 'restriction', 'true')]"
4310,Magda,B: mhm.,263,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,A: But he at least was a sensitive human being.,264,But he at least was a sensitive human being.,"[('AUTHOR', 'sensitive', 'true')]"
4310,Magda,B: mhm.,265,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,"A: And %um, you know so that was nice.  He had some sensitivity.",266,And you know so that was nice. He had some sensitivity.,"[('AUTHOR', 'know', 'true'), ('AUTHOR', 'nice', 'true'), ('AUTHOR', 'had', 'true')]"
4310,Magda,B: We’re going to get cut off soon.,267,We’re going to get cut off soon.,"[('AUTHOR', 'cut', 'unknown')]"
4310,Magda,A: oh no [distorted],268,oh no,"[('AUTHOR', 'oh', 'true')]"
4310,Magda,"B: And I want to, I hope you",269,"And I want to, I hope you","[('AUTHOR', 'hope', '')]"
4310,Magda,A: Tell me something then.,270,Tell me something then.,"[('AUTHOR', 'tell', 'unknown')]"
4310,Magda,A: I’ll shut up. You can tell me something.,271,I’ll shut up. You can tell me something.,"[('AUTHOR', 'shut', 'unknown'), ('AUTHOR', 'tell', 'unknown')]"
4310,Magda,B: What?,272,What?,[]
4310,Magda,B: okay.,273,okay.,"[('AUTHOR', 'ok', 'ok')]"
4310,Magda,"B: No. I’m worrying ab-, I’m not worrying I’m feeling like oh my gosh should all of this be in the public record or something.",274,No. I’m worrying I’m not worrying I’m feeling like oh my gosh should all of this be in the public record or something.,"[('AUTHOR', 'worrying', 'true'), ('AUTHOR', 'worrying', 'false'), ('AUTHOR', 'feeling', 'true'), ('AUTHOR', 'be', 'unknown')]"
4310,Magda,A: oh yes. Well they just beeped.  I think that might mean we have to hang up.,275,oh yes. Well they just beeped. I think that might mean we have to hang up.,"[('AUTHOR', 'beeped', 'true'), ('AUTHOR', 'think', 'true'), ('AUTHOR', 'mean', 'unknown'), ('AUTHOR', 'hang', 'unknown'), ('AUTHOR_I', 'beeped', 'true'), ('AUTHOR_I', 'mean', 'ptrue'), ('AUTHOR_I', 'hang', 'ptrue')]"
4310,Magda,B: okay.,276,okay.,"[('AUTHOR', 'ok', 'ok')]"
4310,Magda,A: We have a minute.,277,We have a minute.,"[('AUTHOR', 'have', 'true')]"
4310,Magda,B: %um.,278,um.,"[('AUTHOR', 'um', 'um')]"
4310,Magda,B: I want to tell you I saw four parakeets fly across the street in &Barcelona.,279,I want to tell you I saw four parakeets fly across the street in Barcelona.,"[('AUTHOR', 'tell', 'true'), ('AUTHOR', 'saw', 'unknown'), ('AUTHOR', 'fly', 'unknown'), ('AUTHOR_I', 'saw', 'true'), ('AUTHOR_I', 'fly', 'true')]"
4310,Magda,A: oh neat. Is it thirty minutes?,280,oh neat. Is it thirty minutes?,"[('AUTHOR', 'neat', 'true')]"
4310,Magda,B: It was [distorted] beautiful.,281,It was beautiful.,"[('AUTHOR', 'beautiful', 'true')]"
4310,Magda,A: Is it,282,Is it,"[('AUTHOR', 'is', 'true')]"
4310,Magda,B: It’s going to be thirty minutes in about five minutes I think.,283,It’s going to be thirty minutes in about five minutes I think.,"[('AUTHOR', 'be', 'true'), ('AUTHOR', 'think', 'true')]"
4310,Magda,A: oh okay because there’s a beep coming on my end.,284,oh okay because there’s a beep coming on my end.,"[('AUTHOR', 'coming', 'true')]"
4310,Magda,B: yeah.,285,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,A: You don’t hear it?,286,You don’t hear it?,"[('AUTHOR', 'hear', 'false')]"
4310,Magda,B: No.,287,No.,"[('AUTHOR', 'No', 'true')]"
4310,Magda,A: okay. Well ignore it so we’ll let them go on.,288,okay. Well ignore it so we’ll let them go on.,"[('AUTHOR', 'ignore', 'unknown'), ('AUTHOR', 'let', 'unknown'), ('AUTHOR', 'go', 'unknown')]"
4310,Magda,B: Well,289,Well,"[('AUTHOR', 'well', 'well')]"
4310,Magda,B: Well anyway.,290,Well anyway.,"[('AUTHOR', 'well', 'well')]"
4310,Magda,A: oh so that sounds very nice. They were loose or in a,291,oh so that sounds very nice. They were loose or in a,"[('AUTHOR', 'sounded', 'true')]"
4310,Magda,B: Well I they were loose they were I said the &Sheila I think I hear a parakeet.,292,Well I they were loose they were I said the Sheila I think I hear a parakeet.,"[('AUTHOR', 'were', 'unknown'), ('AUTHOR', 'said', 'true'), ('AUTHOR', 'think', 'true'), ('AUTHOR', 'hear', 'unknown'), ('AUTHOR_Sheila', 'were', 'true'), ('AUTHOR_Sheila', 'think', 'true'), ('AUTHOR_Sheila', 'hear', 'true')]"
4310,Magda,A: uh-huh,293,uh-huh,"[('AUTHOR', 'uh-huh', 'uh-huh')]"
4310,Magda,B: And you could tell he thought that it was nonsense that it was a,294,And you could tell he thought that it was nonsense that it was a,"[('AUTHOR', 'tell', 'true'), ('AUTHOR', 'thought', 'unknown'), ('AUTHOR', 'nonsense', 'unknown'), ('AUTHOR', 'was', 'unknown'), ('AUTHOR_you', 'thought', 'true'), ('AUTHOR_you', 'nonsense', 'true'), ('AUTHOR_you', 'was', 'true')]"
4310,Magda,A: uh-huh,295,uh-huh,"[('AUTHOR', 'uh-huh', 'uh-huh')]"
4310,Magda,B: crow and then I saw it but the sun was against my eyes,296,crow and then I saw it but the sun was against my eyes,"[('AUTHOR', 'seen', 'true'), ('AUTHOR', 'was', 'true')]"
4310,Magda,A: oh how neat,297,oh how neat,"[('AUTHOR', 'looks', 'poodle')]"
4310,Magda,B: so I couldn’t tell and then it flew and when it flew three more of them flew out of the same tree.,298,so I couldn’t tell and then it flew and when it flew three more of them flew out of the same tree.,"[('AUTHOR', 'tell', 'false'), ('AUTHOR', 'flew', 'true'), ('AUTHOR', 'flew', 'true')]"
4310,Magda,A: oh how neat.  There was a street,299,oh how neat. There was a street,"[('AUTHOR', 'tidy', 'true')]"
4310,Magda,B: They were beautiful.,300,They were beautiful.,"[('AUTHOR', 'beautiful', 'true')]"
4310,Magda,A: there was a street I walked down in &Barcelona big wide,301,there was a street I walked down in Barcelona big wide,"[('AUTHOR', 'was', 'true'), ('AUTHOR', 'walked', 'true')]"
4310,Magda,B: with all the bird sellers,302,with all the bird sellers,"[('AUTHOR', 'with', 'true')]"
4310,Magda,A: Yes.,303,Yes.,"[('AUTHOR', 'said', 'true')]"
4310,Magda,B: They were closed up that day but I’m sure that what these were is,304,They were closed up that day but I’m sure that what these were is,"[('AUTHOR', 'closed', 'true')]"
4310,Magda,A: Well it was g- it was a wonderful place I mean I guess you have to sort of discount that they’re in cages but,305,Well it was it was a wonderful place I mean I guess you have to sort of discount that they’re in cages but,"[('AUTHOR', 'was', 'true'), ('AUTHOR', 'discount', 'true')]"
4310,Magda,B: Escapees yeah,306,Escapees yeah,[]
4310,Magda,B: yeah It’s it’s part of <Spanish (( ))>,307,yeah It’s it’s part ofSpanish,"[('AUTHOR', 'is', 'true')]"
4310,Magda,A: it was beautiful,308,it was beautiful,"[('AUTHOR', 'beautiful', 'true')]"
4310,Magda,B: yeah.,309,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,A: I mean it was just so beautiful with all these amazing,310,I mean it was just so beautiful with all these amazing,"[('AUTHOR', 'beautiful', 'true')]"
4310,Magda,B: yeah.,311,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,"A: birds and colors.  And also in parts of &Spain, I don’t know if they have this in parts of &France, but",312,"birds and colors. And also in parts of Spain, I don’t know if they have this in parts of France, but","[('AUTHOR', 'know', 'false'), ('AUTHOR', 'have', 'unknown')]"
4310,Magda,B: Probably not {laugh},313,Probably not,"[('AUTHOR', 'probably', 'true')]"
4310,Magda,A: I saw parts of &Spain where they had birds on the shutters and they put them out during the day.,314,I saw parts of Spain where they had birds on the shutters and they put them out during the day.,"[('AUTHOR', 'saw', 'true'), ('AUTHOR', 'had', 'true'), ('AUTHOR', 'put', 'true')]"
4310,Magda,B: It’s very popular in &Spain but it’s not so popular here in &France.,315,It’s very popular in Spain but it’s not so popular here in France.,"[('AUTHOR', 'popular', 'true')]"
4310,Magda,A: yeah.  It was a nice thing.  yeah. %um,316,yeah. It was a nice thing. yeah.,"[('AUTHOR', 'was', 'true')]"
4310,Magda,B: I’ve seen very little of it. yeah. y-,317,I’ve seen very little of it. yeah. y-,"[('AUTHOR', 'seen', 'true')]"
4310,Magda,B: I had friends in &Madrid whose father bred birds actually.,318,I had friends in Madrid whose father bred birds actually.,"[('AUTHOR', 'had', 'true'), ('AUTHOR', 'bred', 'true')]"
4310,Magda,A: oh really?,319,oh really?,"[('AUTHOR', 'oh', 'true')]"
4310,Magda,B: In their apartment.  yeah.  It’s quite a big hobby.,320,In their apartment. yeah. It’s quite a big hobby.,"[('AUTHOR', 'happy', 'true')]"
4310,Magda,A: Parakeets or?,321,Parakeets or?,"[('AUTHOR', 'Parakeets', 'true')]"
4310,Magda,B: No little tiny birds.  I don’t know what they were.  Little,322,No little tiny birds. I don’t know what they were. Little,"[('AUTHOR', 'I', 'true')]"
4310,Magda,A: Finches maybe.,323,Finches maybe.,"[('AUTHOR', 'finches', 'ptrue')]"
4310,Magda,B: yeah.  Song birds of some kind.,324,yeah. Song birds of some kind.,"[('AUTHOR', 'Yeah', 'true'), ('AUTHOR', 'Song', 'true')]"
4310,Magda,A: uh-huh.  oh neat.,325,uh-huh. oh neat.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: And he was good at breeding them.,326,And he was good at breeding them.,"[('AUTHOR', 'good', 'true'), ('AUTHOR', 'breeding', 'true')]"
4310,Magda,A: uh-huh.,327,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: so,328,so,"[('AUTHOR', 'so', 'true')]"
4310,Magda,A: oh well that’s good,329,oh well that’s good,"[('AUTHOR', 'good', 'true')]"
4310,Magda,"B: So but when you went up to &Connecticut, all was well? Or was that another adventure?",330,"So but when you went up to Connecticut, all was well? Or was that another adventure?","[('AUTHOR', 'went', 'true'), ('AUTHOR', 'well', 'true'), ('AUTHOR', 'adventure', 'true')]"
4310,Magda,A: up to &Connecticut? Did I go to,331,up to Connecticut? Did I go to,"[('AUTHOR', 'up', 'true'), ('AUTHOR', 'go', 'true')]"
4310,Magda,B: Then you had to go up and get &Jack and everything after (( )) [distortion],332,Then you had to go up and get Jack and everything after,"[('AUTHOR', 'go', 'true'), ('AUTHOR', 'get', 'true')]"
4310,Magda,A: oh yeah it’s it’s &New &York still but.,333,oh yeah it’s it’s New York still but.,"[('AUTHOR', 'it', 'true')]"
4310,Magda,B: {lipsmack} oh.,334,oh.,"[('AUTHOR', 'oh', 'true')]"
4310,Magda,A: %um yeah we got up. We got &Jack. We went to the lawyer our lawyer who’s been,335,yeah we got up. We got Jack. We went to the lawyer our lawyer who’s been,"[('AUTHOR', 'got', 'true'), ('AUTHOR', 'got', 'true'), ('AUTHOR', 'went', 'true')]"
4310,Magda,B: mhm.,336,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,A: Absolutely fantastic start to finish.  I think she’s great.,337,Absolutely fantastic start to finish. I think she’s great.,"[('AUTHOR', 'start', 'true'), ('AUTHOR', 'finish', 'true'), ('AUTHOR', 'think', 'true'), ('AUTHOR', 'great', 'true')]"
4310,Magda,B: mhm.  mhm.,338,mhm. mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,A: %um {lipsmack} and then came home and that’s when yeah then &Robert’s mom crashed the car {laugh}.,339,and then came home and that’s when yeah then Robert’s mom crashed the car,"[('AUTHOR', 'came', 'true'), ('AUTHOR', 'crashed', 'true')]"
4310,Magda,B: oh I see it was after that that she did that.,340,oh I see it was after that that she did that.,"[('AUTHOR', 'see', 'true'), ('AUTHOR', 'was', 'true'), ('AUTHOR', 'did', 'true')]"
4310,Magda,A: So,341,So,"[('AUTHOR', 'so', 'so')]"
4310,Magda,A: yeah actually we had to do that at like eight o’clock the next morning because &Martha was leaving by nine.,342,yeah actually we had to do that at like eight o’clock the next morning because Martha was leaving by nine.,"[('AUTHOR', 'had', 'true'), ('AUTHOR', 'do', 'true'), ('AUTHOR', 'leaving', 'true')]"
4310,Magda,B: So mom and dad were down there for how long?,343,So mom and dad were down there for how long?,"[('AUTHOR', 'were', 'true')]"
4310,Magda,A: They came Saturday and stayed Saturday night and Sunday and left Monday,344,They came Saturday and stayed Saturday night and Sunday and left Monday,"[('AUTHOR', 'came', 'true'), ('AUTHOR', 'stayed', 'true'), ('AUTHOR', 'left', 'true')]"
4310,Magda,B: uh-huh.  This past Monday like,345,uh-huh. This past Monday like,"[('AUTHOR', 'like', 'true')]"
4431,Magda,B: %um I took them to %uh &Jill’s and they spent two days there and I guess she couldn’t take them and their mom and dad came.,1,I took them to Jill’s and they spent two days there and I guess she couldn’t take them and their mom and dad came.,"[('AUTHOR', 'took', 'true'), ('AUTHOR', 'spent', 'true'), ('AUTHOR', 'guess', 'true'), ('AUTHOR', 'take', 'false'), ('AUTHOR', 'came', 'true')]"
4431,Magda,A: You mean at te- in &Texas?,2,You mean at in Texas?,"[('AUTHOR', 'mean', 'true')]"
4431,Magda,B: yeah.,3,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4431,Magda,B: And their mom and dad drove down there and got them.,4,And their mom and dad drove down there and got them.,"[('AUTHOR', 'drive', 'true'), ('AUTHOR', 'got', 'true')]"
4431,Magda,A: mhm [distorted],5,mhm,"[('AUTHOR', 'mhm', 'true')]"
4431,Magda,A: Got them.,6,Got them.,"[('AUTHOR', 'got', 'true')]"
4431,Magda,B: yeah.,7,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4431,Magda,A: So how are they getting back? Driving them,8,So how are they getting back? Driving them,"[('AUTHOR', 'getting', 'unknown'), ('AUTHOR', 'driving', 'unknown')]"
4431,Magda,B: t- driving them back.,9,driving them back.,"[('AUTHOR', 'driving', 'true')]"
4431,Magda,A: oh.,10,oh.,"[('AUTHOR', 'oh', 'true')]"
4431,Magda,A: Darn it. I thought I was going to get to see everybody.,11,Darn it. I thought I was going to get to see everybody.,"[('AUTHOR', 'thought', 'true'), ('AUTHOR', 'get', 'unknown'), ('AUTHOR', 'see', 'unknown'), ('AUTHOR_I', 'get', 'ptrue'), ('AUTHOR_I', 'see', 'ptrue')]"
4431,Magda,B: Well they was w-,12,Well they was w-,"[('AUTHOR', 'was', 'true')]"
4431,Magda,B: They was supposed to do no %um,13,They was supposed to do no,"[('AUTHOR', 'supposed', 'true'), ('AUTHOR', 'do', 'unknown')]"
4431,Magda,B: come back like a while ago but &Jill like she keeps farting around and won’t want to go get them and,14,come back like a while ago but Jill like she keeps farting around and won’t want to go get them and,"[('AUTHOR', 'come', 'true'), ('AUTHOR', 'keeps', 'true'), ('AUTHOR', 'farthing', 'true'), ('AUTHOR', 'want', 'false'), ('AUTHOR', 'go', 'unknown'), ('AUTHOR', 'get', 'unknown')]"
4431,Magda,A: %mm. [channel noise],15,.,"[('AUTHOR', 'requires', 'true')]"
4431,Magda,B: So I said and then she j-,16,So I said and then she j-,"[('AUTHOR', 'said', 'true'), ('AUTHOR', 'said', 'true'), ('AUTHOR', 'she', 'unknown'), ('AUTHOR_I', 'said', 'true'), ('AUTHOR_I', 'she', 'true')]"
4431,Magda,A: Did she have her baby yet?,17,Did she have her baby yet?,"[('AUTHOR', 'have', 'unknown')]"
4431,Magda,B: yeah. She had a girl.,18,yeah. She had a girl.,"[('AUTHOR', 'had', 'true')]"
4431,Magda,A: %mm.,19,mm.,"[('AUTHOR', 'mm', 'true')]"
4431,Magda,B: Six pounds or something like that. I don’t know.,20,Six pounds or something like that. I don’t know.,"[('AUTHOR', 'know', 'false')]"
4431,Magda,B: hey ain’t my concern.,21,hey ain’t my concern.,"[('AUTHOR', 'concern', 'false')]"
4431,Magda,A: Good. Good for you.,22,Good. Good for you.,"[('AUTHOR', 'good', 'true')]"
4431,Magda,A: So you’ve been leading the life of &Reilly %huh?,23,So you’ve been leading the life of Reilly,"[('AUTHOR', 'leading', 'true')]"
4431,Magda,B: No. Not really. Just I haven’t been home much this summer and w-,24,No. Not really. Just I haven’t been home much this summer and w-,"[('AUTHOR', 'been', 'false')]"
4431,Magda,A: And busier than hell %huh?,25,And busier than hell,[]
4431,Magda,B: %hm?,26,hm?,"[('AUTHOR', 'hm', 'true')]"
4431,Magda,A: Then good then.,27,Then good then.,"[('AUTHOR', 'good', 'true')]"
4431,Magda,A: Give you a nice break.,28,Give you a nice break.,"[('AUTHOR', 'give', 'true'), ('AUTHOR', 'break', 'true')]"
4431,Magda,B: Well no. I missed the hell out of them.,29,Well no. I missed the hell out of them.,"[('AUTHOR', 'missed', 'true')]"
4431,Magda,A: Do you? {laugh},30,Do you?,"[('AUTHOR', 'does', 'true')]"
4431,Magda,B: I was ready to,31,I was ready to,"[('AUTHOR', 'ready', 'true')]"
4431,Magda,A: That’s good.,32,That’s good.,"[('AUTHOR', 'good', 'true')]"
4431,Magda,B: I was ready that’s a,33,I was ready that’s a,"[('AUTHOR', 'ready', 'true')]"
4431,Magda,A: Go get them.,34,Go get them.,"[('AUTHOR', 'go', 'unknown')]"
4431,Magda,B: yeah. I was w-,35,yeah. I was w-,"[('AUTHOR', 'was', 'true')]"
4431,Magda,B: It’s just that %uh,36,It’s just that,"[('AUTHOR', 'it', 'true')]"
4431,Magda,B: You know I was gone,37,You know I was gone,"[('AUTHOR', 'know', 'true')]"
4431,Magda,A: What kind of car do you have?,38,What kind of car do you have?,"[('AUTHOR', 'have', 'true')]"
4431,Magda,B: %huh?,39,huh?,"[('AUTHOR', 'huh', 'true')]"
4431,Magda,A: What kind of car do you have now?,40,What kind of car do you have now?,"[('AUTHOR', 'have', 'true')]"
4431,Magda,B: Same car.,41,Same car.,"[('AUTHOR', 'same', 'car')]"
4431,Magda,A: oh. really? You got that thing repaired?,42,oh. really? You got that thing repaired?,"[('AUTHOR', 'repaired', 'true')]"
4431,Magda,B: yeah.,43,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4431,Magda,A: Really?,44,Really?,"[('AUTHOR', 'Really', 'true')]"
4431,Magda,B: uh-huh.,45,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4431,Magda,A: %huh,46,huh,[]
4431,Magda,A: Well,47,Well,"[('AUTHOR', 'well', 'well')]"
4431,Magda,A: anyway,48,anyway,[]
4431,Magda,A: %um,49,um,"[('AUTHOR', 'said', 'true')]"
4431,Magda,A: What else is going on? You’re busy with work and,50,What else is going on? You’re busy with work and,"[('AUTHOR', 'busy', 'true')]"
4431,Magda,B: yeah. I work ten at night to six in the morning. &Bo &Bo’s happy because %uh he don’t have to go back to day care.,51,yeah. I work ten at night to six in the morning. Bo Bo’s happy because he don’t have to go back to day care.,"[('AUTHOR', 'work', 'true'), ('AUTHOR', 'happy', 'true'), ('AUTHOR', 'go', 'false')]"
4431,Magda,A: Right. When do you sleep then?,52,Right. When do you sleep then?,"[('AUTHOR', 'sleep', 'true')]"
4431,Magda,B: I p- I sleep probably a couple hours in the morning and then like at nap time.,53,I I sleep probably a couple hours in the morning and then like at nap time.,"[('AUTHOR', 'sleep', 'true')]"
4431,Magda,A: yeah. You never did require much sleep.,54,yeah. You never did require much sleep.,"[('AUTHOR', 'require', 'false')]"
4431,Magda,B: No.,55,No.,"[('AUTHOR', 'No', 'true')]"
4431,Magda,A: yeah.,56,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4431,Magda,"A: {breath} So has, has %uh the old man and the old lady called you lately?",57,"So has, has the old man and the old lady called you lately?","[('AUTHOR', 'called', 'true')]"
4431,Magda,B: No.,58,No.,"[('AUTHOR', 'No', 'true')]"
4431,Magda,A: oh.,59,oh.,"[('AUTHOR', 'oh', 'true')]"
4431,Magda,B: Ain’t worried about it.,60,Ain’t worried about it.,"[('AUTHOR', 'worried', 'false')]"
4431,Magda,A: {breath} You know your sister was %uh,61,You know your sister was,"[('AUTHOR', 'was', 'true')]"
4431,Magda,A: in &Illinois recently.,62,in Illinois recently.,"[('AUTHOR', 'in', 'true')]"
4431,Magda,B: She was?,63,She was?,"[('AUTHOR', 'was', 'true')]"
4431,Magda,A: yeah.,64,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4431,Magda,B: What for?,65,What for?,"[('AUTHOR', 'what', 'true')]"
4431,Magda,A: Her old man kicked her out of the --,66,Her old man kicked her out of the-,"[('AUTHOR', 'kicked', 'true')]"
4431,Magda,A: -- out of her house.,67,-- out of her house.,"[('AUTHOR', 'out', 'true')]"
4431,Magda,B: yeah. Well &Jill’s been getting the shit beat out of her and all that at,68,yeah. Well Jill’s been getting the shit beat out of her and all that at,"[('AUTHOR', 'getting', 'true')]"
4431,Magda,A: You’re kidding.,69,You’re kidding.,"[('AUTHOR', 'kissing', 'true')]"
4431,Magda,B: No.,70,No.,"[('AUTHOR', 'No', 'true')]"
4431,Magda,A: Well don’t get sucked into that.,71,Well don’t get sucked into that.,"[('AUTHOR', 'get', 'false'), ('AUTHOR', 'sucked', 'false')]"
4431,Magda,B: oh I’m not.,72,oh I’m not.,"[('AUTHOR', 'I’m', 'false')]"
4431,Magda,A: {breath},73,,"[('AUTHOR', 'restriction', 'true')]"
4431,Magda,B: Her baby’s got colic and she ((did funny)).,74,Her baby’s got colic and she did funny.,"[('AUTHOR', 'got', 'true'), ('AUTHOR', 'did', 'true')]"
4431,Magda,A: oh. Sounds like a real mess.,75,oh. Sounds like a real mess.,"[('AUTHOR', 'senses', 'true'), ('AUTHOR', 'mess', 'true')]"
4431,Magda,A: Too bad.,76,Too bad.,"[('AUTHOR', 'too', 'true')]"
4431,Magda,B: So is she home for good?,77,So is she home for good?,"[('AUTHOR', 'home', 'true')]"
4431,Magda,A: No.,78,No.,"[('AUTHOR', 'No', 'true')]"
4431,Magda,B: He took her back?,79,He took her back?,"[('AUTHOR', 'took', 'true')]"
4431,Magda,A: No. He didn’t take her back but his %uh mom was going to buy her a car --,80,No. He didn’t take her back but his mom was going to buy her a car-,"[('AUTHOR', 'take', 'false'), ('AUTHOR', 'buy', 'true')]"
4431,Magda,A: -- so that she’d stay out there and sure enough she’s staying out there.,81,-- so that she’d stay out there and sure enough she’s staying out there.,"[('AUTHOR', 'stay', 'true'), ('AUTHOR', 'staying', 'true')]"
4431,Magda,B: oh yeah. She working it.,82,oh yeah. She working it.,"[('AUTHOR', 'working', 'true')]"
4431,Magda,A: %huh?,83,huh?,"[('AUTHOR', 'huh', 'true')]"
4431,Magda,B: She working it.,84,She working it.,"[('AUTHOR', 'working', 'true')]"
4431,Magda,A: So anyway she called me a couple days before she was going to come home and [dishes clinking] {lipsmack} and I go %um {breath},85,So anyway she called me a couple days before she was going to come home and and I go,"[('AUTHOR', 'called', 'true'), ('AUTHOR', 'come', 'true'), ('AUTHOR', 'go', 'true')]"
4431,Magda,A: {breath} can you tell me why you would stay in a place where you know,86,can you tell me why you would stay in a place where you know,"[('AUTHOR', 'tell', 'unknown'), ('AUTHOR', 'stay', 'unknown'), ('AUTHOR', 'know', 'unknown')]"
4431,Magda,A: you’re not wanted,87,you’re not wanted,"[('AUTHOR', 'wanted', 'false')]"
4431,Magda,A: in a state you know that where you don’t know hardly anybody.,88,in a state you know that where you don’t know hardly anybody.,"[('AUTHOR', 'know', 'true'), ('AUTHOR', 'know', 'false')]"
4431,Magda,"A: {breath} So then it that’s when it all came out. She said well &Pat I think her name’s &Patty, &Patty’s going to buy me a car. [[last seven words spoken in imitation of Kara’s voice]]",89,"So then it that’s when it all came out. She said well Pat I think her name’s Patty, Patty’s going to buy me a car.","[('AUTHOR', 'came', 'true'), ('AUTHOR', 'said', 'true'), ('AUTHOR', 'think', 'unknown'), ('AUTHOR', 'buy', 'unknown'), ('AUTHOR_She', 'think', 'true')]"
4431,Magda,A: She’s going to help me out. [[still in imitation]] I said,90,She’s going to help me out. I said,"[('AUTHOR', 'help', 'unknown'), ('AUTHOR', 'said', 'true')]"
4431,Magda,A: &Kara you know why she’s going to do that is because she wants,91,Kara you know why she’s going to do that is because she wants,"[('AUTHOR', 'know', 'true'), ('AUTHOR', 'do', 'unknown'), ('AUTHOR', 'wants', 'unknown')]"
4431,Magda,A: the kid to stay there so she can see your grandson.,92,the kid to stay there so she can see your grandson.,"[('AUTHOR', 'stay', 'unknown'), ('AUTHOR', 'see', 'unknown')]"
4431,Magda,B: mhm.,93,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4431,Magda,A: so she got all pissed off at me.,94,so she got all pissed off at me.,"[('AUTHOR', 'got', 'true'), ('AUTHOR', 'pissed', 'true')]"
4431,Magda,A: I said you’re being used.,95,I said you’re being used.,"[('AUTHOR', 'used', 'unknown'), ('AUTHOR', 'said', 'true'), ('AUTHOR_I', 'used', 'true')]"
4431,Magda,A: You’re being bought. {breath} [dishes clanging],96,You’re being bought.,"[('AUTHOR', 'Buyed', 'true')]"
4431,Magda,B: Man she going to be like &Jill become,97,Man she going to be like Jill become,"[('AUTHOR', 'be', 'true'), ('AUTHOR', 'be', 'true')]"
4431,Magda,A: I said why don’t you,98,I said why don’t you,"[('AUTHOR', 'said', 'true')]"
4431,Magda,A: so I said why don’t you stand up on your own two feet.,99,so I said why don’t you stand up on your own two feet.,"[('AUTHOR', 'said', 'true'), ('AUTHOR', 'stand', 'unknown'), ('AUTHOR_I', 'stand', 'false')]"
4431,Magda,B: She going to be like &Jill and become a product of the state and shit live off welfare and ((god damn)).,100,She going to be like Jill and become a product of the state and shit live off welfare and god damn.,"[('AUTHOR', 'be', 'true'), ('AUTHOR', 'become', 'true'), ('AUTHOR', 'live', 'true')]"
